BSU04980,yddI,BKE04980,,
BSU04990,yddJ,BKE04990,,
BSU05000,yddK,BKE05000,,
BSU05010,rapI,BKE05010,,
BSU05020,phrI,BKE05020,,
BSU05030,yddM,BKE05030,,
BSU05040,yddN,BKE05040,,
BSU05050,lrpA,BKE05050,,
BSU05060,lrpB,BKE05060,,
BSU05070,yddQ,BKE05070,,
BSU05080,yddR,BKE05080,,
BSU05090,yddS,BKE05090,,
BSU05099,ydzM,BKE05099,,
BSU05100,yddT,BKE05100,,
BSU05109,ydzN,BKE05109,,
BSU05110,ydeA,BKE05110,,
BSU05120,cspC,BKE05120,,
BSU05130,ydeB,BKE05130,,
BSU05140,ydzE,BKE05140,,
BSU05150,ydeC,BKE05150,,
BSU05160,ydeD,BKE05160,,
BSU05170,ydeE,BKE05170,,
BSU05180,ydeF,BKE05180,,
BSU05190,ydeG,BKE05190,,
BSU05200,ydeH,BKE05200,,
BSU05210,ydeI,BKE05210,,
BSU05220,ydeJ,BKE05220,,
BSU05230,ydeK,BKE05230,,
BSU05240,ydeL,BKE05240,,
BSU05250,ydeM,BKE05250,,
BSU05260,ydeN,BKE05260,,
BSU05270,ydzF,BKE05270,,
BSU05280,ydeO,BKE05280,,
BSU05290,ydeP,BKE05290,,
BSU05300,ydeQ,BKE05300,,
BSU05310,ydeR,BKE05310,,
BSU05320,ydeS,BKE05320,,
BSU05329,ydzO,BKE05329,,
BSU05330,aseR,BKE05330,,
BSU05340,ydfA,BKE05340,,
BSU05343,ydzS,BKE05343,,
BSU05344,ydzS,BKE05344,,
BSU05350,ydfB,BKE05350,,
BSU05360,ydfC,BKE05360,,
BSU05370,ydfD,BKE05370,,
BSU05380,ydfE,BKE05380,,
BSU05390,ydfF,BKE05390,,
BSU05400,ydfG,BKE05400,,
BSU05408,ydzP,BKE05408,,
BSU05409,ydzQ,BKE05409,,
BSU05410,ydfH,BKE05410,,
BSU05420,ydfI,BKE05420,,
BSU05430,ydfJ,BKE05430,,
BSU05440,nap,BKE05440,,
BSU05450,ydfK,BKE05450,,
BSU05460,ydfL,BKE05460,,
BSU05470,ydfM,BKE05470,,
BSU05480,ydfN,BKE05480,,
BSU05490,ydfO,BKE05490,,
BSU05500,ydfP,BKE05500,,
BSU05510,ydfQ,BKE05510,,
BSU05520,ydzH,BKE05520,,
BSU05529,ydzR,BKE05529,,
BSU05530,ydfR,BKE05530,,
BSU05540,ydfS,BKE05540,,
BSU05550,cotP,BKE05550,,
BSU05560,ydgA,BKE05560,,
BSU05570,ydgB,BKE05570,,
BSU05580,ydgC,BKE05580,,
BSU05590,ydgD,BKE05590,,
BSU05600,ydgE,BKE05600,,
BSU05610,vmlR,BKE05610,,
BSU05620,ydgF,BKE05620,,
BSU05630,dinB,BKE05630,,
BSU05640,ydgG,BKE05640,,
BSU05650,ydgH,BKE05650,,
BSU05660,ydgI,BKE05660,,
BSU05670,ydgJ,BKE05670,,
BSU05680,ydgK,BKE05680,,
BSU05690,ydhB,BKE05690,,
BSU05700,ydhC,BKE05700,,
BSU05710,ydhD,BKE05710,,
BSU05720,ydhE,BKE05720,,
BSU05730,ydhF,BKE05730,,
BSU05740,phoB,BKE05740,,
BSU05750,ydhG,BKE05750,,
BSU05760,ydhH,BKE05760,,
BSU05770,ydhI,BKE05770,,
BSU05780,ydhJ,BKE05780,,
BSU05790,ydhK,BKE05790,,
BSU05800,pbuE,BKE05800,,
BSU05810,gmuB,BKE05810,,
BSU05820,gmuA,BKE05820,,
BSU05830,gmuC,BKE05830,,
BSU05840,gmuD,BKE05840,,
BSU05850,gmuR,BKE05850,,
BSU05860,gmuE,BKE05860,,
BSU05870,gmuF,BKE05870,,
BSU05880,gmuG,BKE05880,,
BSU05890,ydhU,BKE05890,,
BSU05899,ydhU,BKE05899,,
BSU05900,thiL,BKE05900,,
BSU05910,ydiB,BKE05910,,
BSU05930,rimI,BKE05930,,
BSU05950,ydiF,BKE05950,,
BSU05960,moaC,BKE05960,,
BSU05970,rex,BKE05970,,
BSU05980,tatAY,BKE05980,,
BSU05990,tatCY,BKE05990,,
BSU06000,ydiK,BKE06000,,
BSU06010,ydiL,BKE06010,,
BSU06033,ydzT,BKE06033,,
BSU06034,ydzT,BKE06034,,
BSU06036,ydzT,BKE06036,,
BSU06037,ydzT,BKE06037,,
BSU06038,ydzT,BKE06038,,
BSU06040,ydiM,BKE06040,,
BSU06048,ydzU,BKE06048,,
BSU06049,ydzV,BKE06049,,
BSU06073,ydzW,BKE06073,,
BSU06074,ydzW,BKE06074,,
BSU06076,ydzW,BKE06076,,
BSU06077,ydzW,BKE06077,,
BSU06078,ydzW,BKE06078,,
BSU06079,ydzW,BKE06079,,
BSU06083,ydzW,BKE06083,,
BSU06090,ydiR,BKE06090,,
BSU06100,ydiS,BKE06100,,
BSU06110,ydjA,BKE06110,,
BSU06120,ydjB,BKE06120,,
BSU06130,ydjC,BKE06130,,
BSU06140,gutR,BKE06140,,
BSU06150,gutB,BKE06150,,
BSU06160,gutP,BKE06160,,
BSU06170,ydjE,BKE06170,,
BSU06180,pspA,BKE06180,,
BSU06190,ydjG,BKE06190,,
BSU06200,ydjH,BKE06200,,
BSU06210,ydjI,BKE06210,,
BSU06220,ydjJ,BKE06220,,
BSU06230,iolT,BKE06230,,
BSU06240,bdhA,BKE06240,,
BSU06250,ydjM,BKE06250,,
BSU06260,ydjN,BKE06260,,
BSU06269,ydzJ,BKE06269,,
BSU06270,ydjO,BKE06270,,
BSU06280,ydjP,BKE06280,,
BSU06290,yeaA,BKE06290,,
BSU06300,cotA,BKE06300,,
BSU06310,gabP,BKE06310,,
BSU06319,ydzX,BKE06319,,
BSU06320,yeaB,BKE06320,,
BSU06330,yeaC,BKE06330,,
BSU06340,yeaD,BKE06340,,
BSU06350,yebA,BKE06350,,
BSU06360,guaA,BKE06360,,
BSU06370,pbuG,BKE06370,,
BSU06380,yebC,BKE06380,,
BSU06390,yebD,BKE06390,,
BSU06400,yebE,BKE06400,,
BSU06410,yebG,BKE06410,,
BSU06420,purE,BKE06420,,
BSU06430,purK,BKE06430,,
BSU06440,purB,BKE06440,,
BSU06450,purC,BKE06450,,
BSU06460,purS,BKE06460,,
BSU06470,purQ,BKE06470,,
BSU06480,purL,BKE06480,,
BSU06490,purF,BKE06490,,
BSU06500,purM,BKE06500,,
BSU06510,purN,BKE06510,,
BSU06520,purH,BKE06520,,
BSU06530,purD,BKE06530,,
BSU06540,yezC,BKE06540,,
BSU06550,yecA,BKE06550,,
BSU06559,yezF,BKE06559,,
BSU06560,yerA,BKE06560,,
BSU06570,yerB,BKE06570,,
BSU06580,yerC,BKE06580,,
BSU06590,yerD,BKE06590,,
BSU06600,pcrB,BKE06600,,
BSU06630,yerH,BKE06630,,
BSU06640,yerI,BKE06640,,
BSU06650,sapB,BKE06650,,
BSU06660,opuE,BKE06660,,
BSU06700,yerO,BKE06700,,
BSU06710,swrC,BKE06710,,
BSU06720,dagK,BKE06720,,
BSU06730,yefA,BKE06730,,
BSU06740,yefB,BKE06740,,
BSU06750,yefC,BKE06750,,
BSU06760,yeeA,BKE06760,,
BSU06770,yeeB,BKE06770,,
BSU06780,yeeC,BKE06780,,
BSU06790,yeeD,BKE06790,,
BSU06800,yezA,BKE06800,,
BSU06812,yeeF,BKE06812,,
BSU06820,yeeG,BKE06820,,
BSU06830,rapH,BKE06830,,
BSU06839,phrH,BKE06839,,
BSU06840,yeeI,BKE06840,,
BSU06850,yeeK,BKE06850,,
BSU06860,yezE,BKE06860,,
BSU06870,yesE,BKE06870,,
BSU06880,yesF,BKE06880,,
BSU06890,cotJA,BKE06890,,
BSU06900,cotJB,BKE06900,,
BSU06910,cotJC,BKE06910,,
BSU06920,yesJ,BKE06920,,
BSU06930,yesK,BKE06930,,
BSU06940,yesL,BKE06940,,
BSU06950,yesM,BKE06950,,
BSU06960,yesN,BKE06960,,
BSU06970,yesO,BKE06970,,
BSU06980,yesP,BKE06980,,
BSU06990,yesQ,BKE06990,,
BSU07000,yesR,BKE07000,,
BSU07010,yesS,BKE07010,,
BSU07020,rhgT,BKE07020,,
BSU07030,yesU,BKE07030,,
BSU07040,yesV,BKE07040,,
BSU07050,yesW,BKE07050,,
BSU07060,yesX,BKE07060,,
BSU07070,yesY,BKE07070,,
BSU07080,yesZ,BKE07080,,
BSU07090,yetA,BKE07090,,
BSU07100,lplA,BKE07100,,
BSU07110,lplB,BKE07110,,
BSU07120,lplC,BKE07120,,
BSU07130,lplD,BKE07130,,
BSU07140,yetF,BKE07140,,
BSU07150,yetG,BKE07150,,
BSU07160,yetH,BKE07160,,
BSU07170,yetI,BKE07170,,
BSU07180,yetI,BKE07180,,
BSU07190,yezD,BKE07190,,
BSU07200,yetJ,BKE07200,,
BSU07210,yetK,BKE07210,,
BSU07220,yetL,BKE07220,,
BSU07230,yetM,BKE07230,,
BSU07240,yetN,BKE07240,,
BSU07250,yetO,BKE07250,,
BSU07260,ltaSA,BKE07260,,
BSU07270,yfnH,BKE07270,,
BSU07280,yfnG,BKE07280,,
BSU07290,yfnF,BKE07290,,
BSU07300,yfnE,BKE07300,,
BSU07310,yfnD,BKE07310,,
BSU07320,yfnC,BKE07320,,
BSU07330,yfnB,BKE07330,,
BSU07340,yfnA,BKE07340,,
BSU07350,yfmT,BKE07350,,
BSU07360,yfmS,BKE07360,,
BSU07370,yfmR,BKE07370,,
BSU07380,yfmQ,BKE07380,,
BSU07390,yfmP,BKE07390,,
BSU07400,yfmO,BKE07400,,
BSU07410,yfmN,BKE07410,,
BSU07420,yfmM,BKE07420,,
BSU07430,yfmL,BKE07430,,
BSU07440,yfmK,BKE07440,,
BSU07450,yfmJ,BKE07450,,
BSU07460,yfmI,BKE07460,,
BSU07480,yfmG,BKE07480,,
BSU07490,yfmF,BKE07490,,
BSU07500,yfmE,BKE07500,,
BSU07510,yfmD,BKE07510,,
BSU07520,yfmC,BKE07520,,
BSU07530,yfmB,BKE07530,,
BSU07540,yfmA,BKE07540,,
BSU07550,yflT,BKE07550,,
BSU07560,pel,BKE07560,,
BSU07570,yflS,BKE07570,,
BSU07580,citS,BKE07580,,
BSU07590,citT,BKE07590,,
BSU07600,yflP,BKE07600,,
BSU07610,citM,BKE07610,,
BSU07620,yflN,BKE07620,,
BSU07630,nosA,BKE07630,,
BSU07640,yflL,BKE07640,,
BSU07650,yflK,BKE07650,,
BSU07660,yflJ,BKE07660,,
BSU07670,yflI,BKE07670,,
BSU07680,yflH,BKE07680,,
BSU07690,mapB,BKE07690,,
BSU07700,nagP,BKE07700,,
BSU07710,yflE,BKE07710,,
BSU07720,yflD,BKE07720,,
BSU07735,yflB,BKE07735,,
BSU07750,yflA,BKE07750,,
BSU07760,yfkT,BKE07760,,
BSU07770,yfkS,BKE07770,,
BSU07780,yfkR,BKE07780,,
BSU07790,yfkQ,BKE07790,,
BSU07800,treP,BKE07800,,
BSU07810,treA,BKE07810,,
BSU07820,treR,BKE07820,,
BSU07830,yfkO,BKE07830,,
BSU07840,yfkN,BKE07840,,
BSU07850,yfkM,BKE07850,,
BSU07860,yfkL,BKE07860,,
BSU07870,yfkK,BKE07870,,
BSU07880,yfkJ,BKE07880,,
BSU07890,yfkI,BKE07890,,
BSU07900,yfkH,BKE07900,,
BSU07910,yfkF,BKE07910,,
BSU07920,yfkE,BKE07920,,
BSU07930,yfkD,BKE07930,,
BSU07940,yfkC,BKE07940,,
BSU07955,yfkA,BKE07955,,
BSU07970,yfjT,BKE07970,,
BSU07980,pdaA,BKE07980,,
BSU07990,yfjR,BKE07990,,
