ID_ECK,ID_b,ID_JW,name,strain_loc_plate,strain_loc_column,strain_loc_row,category_strain_1_odd_plate,category_strain_2_even_plate,comment
ECK0465,b0471,JW0460,ybaB,"25, 26",F,7,verified,verified,
ECK0466,b0472,JW0461,recR,"39, 40",G,6,verified,verified,
ECK0467,b0473,JW0462,htpG,"45, 46",A,9,verified,verified,
ECK0470,b0476,JW0465,aes,"49, 50",B,2,verified,verified,
ECK0471,b0477,JW0466,gsk,"49, 50",H,5,verified,verified,
ECK0472,b0478,JW0467,ybaL,"25, 26",G,7,verified,verified,
ECK0473,b0479,JW0468,fsr,"61, 62",H,10,verified,verified,
ECK0474,b0480,JW0469,ushA,"47, 48",H,2,verified,verified,
ECK0475,b0481,JW0470,ybaK,"25, 26",H,7,verified,verified,
ECK0476,b0482,JW0471,ybaP,"15, 16",G,5,verified,verified,
ECK0477,b0483,JW0472,ybaQ,"19, 20",G,5,verified,verified,
ECK0478,b0484,JW0473,copA,"41, 42",D,1,verified,verified,
ECK0479,b0485,JW0474,ybaS,"27, 28",F,12,verified,verified,
ECK0480,b0486,JW0475,ybaT,"41, 42",E,1,verified,verified,
ECK0481,b0487,JW0476,cueR,"53, 54",H,7,verified,verified,
ECK0482,b0488,JW5065,ybbJ,"91, 92",E,2,verified,verified,
ECK0483,b0489,JW0478,ybbK,"73, 74",B,6,verified,verified,
ECK0484,b0490,JW0479,ybbL,"41, 42",F,1,verified,verified,
ECK0485,b0491,JW5066,ybbM,"75, 76",D,2,verified,verified,
ECK0486,b0492,JW5067,ybbN,"89, 90",B,4,verified,verified,
ECK0487,b0493,JW0482,ybbO,"65, 66",F,3,verified,verified,
ECK0488,b0494,JW0483,tesA,"7, 8",A,11,verified,verified,
ECK0489,b0495,JW0484,ybbA,"41, 42",G,1,verified,verified,
ECK0490,b0496,JW0485,ybbP,"89, 90",A,3,verified,verified,
ECK0491,b0497,JW0486,rhsD,"79, 80",G,6,use other isolate ,verified,
ECK0492,b0498,JW0487,ybbC,"81, 82",A,10,verified,verified,
ECK0493,b0499,JW0488,ylbH,"87, 88",H,6,verified,verified,
ECK0494,b0500,JW0489,ybbD,"15, 16",H,5,verified,verified,
ECK0496,b0503,JW0491,ybbB,"19, 20",H,5,verified,verified,
ECK0497,b0504,JW0492,ybbS,"53, 54",A,8,verified,verified,
ECK0498,b0505,JW0493,allA,"19, 20",A,6,verified,verified,
ECK0499,b0506,JW0494,allR,"49, 50",A,6,verified,verified,
ECK0500,b0507,JW0495,gcl,"47, 48",A,3,verified,verified,
ECK0501,b0508,JW0496,hyi,"61, 62",A,11,verified,verified,
ECK0502,b0509,JW0497,glxR,"23, 24",H,3,verified,verified,
ECK0503,b0510,JW0498,ybbV,"31, 32",A,6,verified,verified,
ECK0504,b0511,JW0499,ybbW,"59, 60",B,7,verified,verified,
ECK0505,b0512,JW0500,allB,"49, 50",B,6,verified,verified,
ECK0506,b0513,JW0501,ybbY,"19, 20",G,2,verified,verified,
ECK0507,b0514,JW0502,glxK,"89, 90",D,10,verified,verified,
ECK0508,b0515,JW0503,ylbA,"15, 16",B,6,verified,verified,
ECK0509,b0516,JW0504,allC,"19, 20",H,2,verified,verified,
ECK0510,b0517,JW0505,allD,"29, 30",H,12,verified,verified,
ECK0511,b0518,JW0506,fdrA,"1, 2",H,11,verified,verified,
ECK0513,b0520,JW0509,ylbF,"15, 16",D,6,verified,verified,1st-external
ECK0514,b0521,JW0510,ybcF,"47, 48",B,3,verified,verified,
ECK0515,b0522,JW0511,purK,"49, 50",C,6,verified,verified,
ECK0516,b0523,JW0512,purE,"49, 50",D,6,verified,verified,
ECK0518,b0525,JW0514,ppiB,"57, 58",D,4,verified,verified,
ECK0520,b0527,JW0516,ybcI,"15, 16",E,6,verified,verified,
ECK0521,b0528,JW5070,ybcJ,"75, 76",E,2,verified,verified,
ECK0523,b0530,JW0519,sfmA,"43, 44",D,10,verified,verified,
ECK0524,b0531,JW0520,sfmC,"43, 44",E,10,verified,verified,
ECK0525,b0532,JW0521,sfmD,"29, 30",F,8,verified,verified,
ECK0526,b0533,JW5071,sfmH,"85, 86",D,11,verified,verified,
ECK0527,b0534,JW5072,sfmF,"67, 68",F,6,verified,verified,
ECK0528,b0535,JW5073,fimZ,"75, 76",F,2,verified,verified,
ECK0530,b0537,JW0525,intD,"85, 86",A,9,verified,verified,
ECK0531,b0539,JW0526,ybcC,"61, 62",B,11,verified,verified,
ECK0532,b4508,JW0527,ybcD,"25, 26",E,3,verified,verified,
ECK0533,b0542,JW0530,renD,"5, 6",H,8,verified,verified,
ECK0534,b0543,JW0531,emrE,"61, 62",C,11,verified,verified,
ECK0535,b0544,JW0532,ybcK,"31, 32",C,6,verified,verified,
ECK0536,b0545,JW0533,ybcL,"81, 82",A,8,verified,verified,
ECK0537,b0546,JW0534,ybcM,"27, 28",H,12,verified,verified,
ECK0538,b0547,JW0535,ybcN,"15, 16",F,6,verified,verified,
ECK0539,b0548,JW0536,ninE,"27, 28",B,7,verified,verified,
ECK0540,b0549,JW0537,ybcO,"15, 16",G,6,verified,verified,
ECK0541,b0550,JW0538,rusA,"61, 62",A,8,verified,verified,
ECK0542,b4509,JW5076,ylcG,"79, 80",F,11,verified,verified,
ECK0543,b0551,JW0539,ybcQ,"15, 16",H,6,verified,verified,
ECK0544,b0553,JW5078,nmpC,"67, 68",H,6,verified,verified,
ECK0545,b0554,JW0543,essD,"25, 26",F,3,verified,verified,
ECK0546,b0555,JW0544,ybcS,"61, 62",D,11,verified,verified,
ECK0547,b0556,JW5079,rzpD,"75, 76",G,2,verified,verified,
ECK0548,b4510,JW5080,rzoD,"89, 90",D,6,verified,verified,
ECK0549,b0557,JW0546,borD,"61, 62",E,11,verified,verified,
ECK0550,b0558,JW5081,ybcV,"75, 76",H,2,verified,verified,
ECK0551,b0559,JW0548,ybcW,"31, 32",E,6,verified,verified,
ECK0552,b0560,JW0549,nohB,"53, 54",B,8,mixture,mixture,
ECK0553,b0561,JW5815,tfaD,"87, 88",H,7,verified,verified,
ECK0554,b0562,JW0551,ybcY,"31, 32",F,6,verified,verified,
ECK0555,b0563,JW0552,ylcE,"31, 32",G,6,verified,verified,
ECK0556,b0564,JW0553,appY,"1, 2",E,1,verified,verified,
ECK0557,b0565,JW0554,ompT,"7, 8",H,2,verified,verified,
ECK0558,b0566,JW0555,envY,"1, 2",F,3,verified,verified,
ECK0559,b0567,JW0556,ybcH,"15, 16",B,7,verified,verified,
ECK0560,b0568,JW0557,nfrA,"29, 30",G,8,verified,verified,
ECK0561,b0569,JW0558,nfrB,"61, 62",F,11,verified,verified,
ECK0562,b0570,JW5082,cusS,"75, 76",A,3,verified,verified,
ECK0563,b0571,JW0560,cusR,"5, 6",A,10,verified,verified,
ECK0564,b0572,JW0561,cusC,"7, 8",C,5,verified,verified,
ECK0565,b0573,JW0562,cusF,"15, 16",C,7,verified,verified,
ECK0566,b0574,JW0563,cusB,"3, 4",G,5,verified,verified,
ECK0567,b0575,JW0564,cusA,"5, 6",E,6,verified,verified,
ECK0568,b0576,JW0565,pheP,"65, 66",H,3,verified,verified,
ECK0569,b0577,JW0566,ybdG,"25, 26",C,8,verified,verified,
ECK0570,b0578,JW0567,nfnB,"49, 50",A,10,verified,verified,
ECK0571,b0579,JW5083,ybdF,"75, 76",B,3,verified,verified,
ECK0572,b0580,JW0569,ybdJ,"15, 16",E,7,verified,use other isolate ,
ECK0573,b0581,JW0570,ybdK,"19, 20",A,3,verified,verified,
ECK0574,b4415,JW5084,hokE,"87, 88",D,4,verified,verified,
ECK0576,b0584,JW5086,fepA,"75, 76",C,3,verified,verified,
ECK0577,b0585,JW0576,fes,"41, 42",H,1,verified,verified,
ECK0578,b4511,JW0577,ybdZ,"19, 20",C,6,use other isolate ,verified,
ECK0579,b0586,JW0578,entF,"43, 44",A,2,verified,verified,
ECK0580,b0587,JW0579,fepE,"41, 42",A,2,verified,verified,
ECK0581,b0588,JW0580,fepC,"41, 42",B,2,verified,verified,
ECK0582,b0589,JW0581,fepG,"85, 86",A,6,verified,verified,
ECK0583,b0590,JW0582,fepD,"53, 54",E,11,verified,verified,
ECK0584,b0591,JW0583,ybdA,"91, 92",E,1,verified,verified,
ECK0585,b0592,JW0584,fepB,"53, 54",F,11,verified,verified,
ECK0586,b0593,JW0585,entC,"43, 44",B,2,verified,verified,
ECK0587,b0594,JW0586,entE,"43, 44",C,2,verified,verified,
ECK0588,b0595,JW0587,entB,"43, 44",D,2,verified,verified,
ECK0589,b0596,JW0588,entA,"83, 84",D,8,verified,verified,
ECK0590,b0597,JW0589,ybdB,"21, 22",A,6,verified,verified,
ECK0591,b0598,JW0590,cstA,"61, 62",G,11,verified,verified,
ECK0592,b4512,JW0591,ybdD,"15, 16",F,7,verified,verified,
ECK0593,b0599,JW0592,ybdH,"29, 30",A,1,verified,verified,
ECK0594,b0600,JW0593,ybdL,"41, 42",A,4,verified,verified,
ECK0595,b0601,JW0594,ybdM,"15, 16",G,7,verified,verified,
ECK0596,b0602,JW0595,ybdN,"15, 16",H,7,verified,verified,
ECK0597,b0603,JW0596,ybdO,"1, 2",G,9,verified,verified,
ECK0598,b0604,JW0597,dsbG,"59, 60",C,7,verified,verified,
ECK0599,b0605,JW0598,ahpC,"45, 46",B,9,verified,verified,
ECK0600,b0606,JW0599,ahpF,"31, 32",D,2,verified,verified,
ECK0601,b0607,JW0600,uspG,"27, 28",C,7,verified,verified,
ECK0602,b0608,JW0601,ybdR,"33, 34",G,1,verified,verified,
ECK0603,b0610,JW0602,rnk,"49, 50",E,6,verified,verified,
ECK0604,b0611,JW0603,rna,"49, 50",F,6,verified,verified,
ECK0605,b0612,JW0604,citT,"53, 54",G,11,verified,verified,
ECK0606,b0613,JW0605,citG,"27, 28",D,7,verified,verified,
ECK0607,b0614,JW0606,citX,"49, 50",B,10,verified,verified,
ECK0608,b0615,JW5087,citF,"67, 68",A,7,verified,verified,
ECK0609,b0616,JW0608,citE,"59, 60",D,7,verified,verified,
ECK0610,b0617,JW0609,citD,"49, 50",C,10,verified,verified,
ECK0611,b0618,JW0610,citC,"59, 60",E,7,verified,verified,
ECK0612,b0619,JW0611,citA,"3, 4",B,9,verified,verified,
ECK0613,b0620,JW0612,citB,"3, 4",C,9,verified,verified,
ECK0615,b0622,JW0617,crcA,"81, 82",A,4,verified,verified,
ECK0616,b0623,JW0618,cspE,"85, 86",B,9,verified,verified,
ECK0617,b0624,JW0619,crcB,"27, 28",E,7,verified,verified,
ECK0618,b0625,JW0620,ybeH,"81, 82",B,10,verified,verified,
ECK0619,b0626,JW0621,ybeM,"25, 26",D,8,use other isolate ,verified,
ECK0620,b0627,JW0622,tatE,"53, 54",H,11,verified,verified,
ECK0621,b0628,JW0623,lipA,"43, 44",E,2,verified,verified,
ECK0622,b0629,JW0624,ybeF,"1, 2",H,9,verified,verified,
ECK0623,b0630,JW5089,lipB,"89, 90",E,6,verified,verified,
ECK0624,b0631,JW0626,ybeD,"25, 26",E,8,verified,verified,
ECK0625,b0632,JW0627,dacA,"7, 8",C,11,verified,verified,
ECK0626,b0633,JW0628,rlpA,"43, 44",F,10,verified,verified,
ECK0629,b0636,JW0631,ybeA,"17, 18",F,11,mixture,mixture,
ECK0630,b0637,JW5090,ybeB,"75, 76",D,3,verified,verified,
ECK0631,b0638,JW0633,cobC,"43, 44",F,2,use other isolate ,verified,
ECK0636,b0643,JW0638,ybeL,"15, 16",A,8,verified,verified,
ECK0637,b0644,JW5091,ybeQ,"75, 76",E,3,verified,verified,
ECK0638,b0645,JW0640,ybeR,"15, 16",B,8,verified,verified,
ECK0639,b0646,JW0641,djlB,"15, 16",C,8,duplication,duplication,
ECK0640,b0647,JW0642,ybeT,"17, 18",H,11,verified,verified,
ECK0641,b0648,JW0643,ybeU,"15, 16",D,8,verified,verified,
ECK0642,b0649,JW0644,djlC,"89, 90",D,7,verified,verified,
ECK0643,b0650,JW0645,hscC,"29, 30",B,1,verified,verified,
ECK0644,b0651,JW0646,rihA,"49, 50",G,6,verified,verified,
ECK0645,b0652,JW0647,gltL,"53, 54",A,12,verified,verified,
ECK0646,b0653,JW0648,gltK,"53, 54",B,12,verified,verified,
ECK0647,b0654,JW0649,gltJ,"53, 54",C,12,verified,verified,
ECK0648,b0655,JW5092,gltI,"67, 68",B,7,verified,verified,
ECK0650,b0658,JW0655,ybeX,"25, 26",F,8,verified,verified,
ECK0651,b0659,JW0656,ybeY,"19, 20",B,9,verified,verified,
ECK0652,b0660,JW0657,ybeZ,"65, 66",E,4,verified,verified,
ECK0653,b0661,JW0658,miaB,"31, 32",A,7,verified,verified,
ECK0654,b0662,JW0659,ubiF,"25, 26",G,8,verified,verified,
ECK0662,b0674,JW0660,asnB,"65, 66",E,2,verified,verified,
ECK0663,b0675,JW0661,nagD,"47, 48",C,3,verified,verified,
ECK0664,b0676,JW0662,nagC,"1, 2",A,7,verified,verified,
ECK0665,b0677,JW0663,nagA,"47, 48",D,3,verified,verified,
ECK0666,b0678,JW0664,nagB,"47, 48",E,3,verified,verified,
ECK0667,b0679,JW0665,nagE,"53, 54",D,12,verified,verified,
ECK0669,b0681,JW0667,ybfM,"15, 16",E,8,verified,verified,
ECK0670,b0682,JW0668,ybfN,"89, 90",E,7,verified,verified,
ECK0671,b0683,JW0669,fur,"65, 66",A,4,verified,verified,
ECK0673,b0685,JW5816,ybfE,"87, 88",A,8,verified,verified,
ECK0674,b0686,JW0673,ybfF,"29, 30",C,1,verified,verified,
ECK0675,b0687,JW0674,seqA,"39, 40",H,6,verified,verified,
ECK0676,b0688,JW0675,pgm,"5, 6",E,5,verified,verified,
ECK0677,b0689,JW0676,ybfP,"31, 32",B,7,verified,verified,
ECK0678,b0690,JW5094,ybfG,"75, 76",F,3,verified,verified,
ECK0679,b0691,JW5095,ybfH,"75, 76",G,3,verified,verified,
ECK0680,b0692,JW0679,potE,"53, 54",E,12,verified,verified,
ECK0681,b0693,JW0680,speF,"47, 48",F,3,verified,verified,
ECK0682,b0694,JW5096,kdpE,"75, 76",H,3,verified,verified,
ECK0683,b0695,JW0683,kdpD,"3, 4",E,9,verified,verified,
ECK0684,b0696,JW0684,kdpC,"53, 54",F,12,verified,verified,
ECK0685,b0697,JW0685,kdpB,"85, 86",B,6,verified,verified,
ECK0686,b0698,JW0686,kdpA,"53, 54",G,12,verified,verified,
ECK0687,b4513,JW0687,kdpF,"67, 68",A,2,verified,use other isolate ,1st-external
ECK0688,b0699,JW0688,ybfA,"89, 90",B,3,verified,verified,
ECK0689,b0700,JW0689,rhsC,"79, 80",E,6,NA,NA,"1st-external, multigene family"
ECK0690,b0702,JW0691,ybfB,"15, 16",A,9,verified,verified,
ECK0691,b0703,JW0692,ybfO,"79, 80",D,6,verified,verified,
ECK0692,b0704,JW0693,ybfC,"15, 16",B,9,verified,verified,
ECK0693,b4514,JW0694,ybfQ,"15, 16",C,9,mixture,mixture,
ECK0694,b0705,JW0695,ybfL,"89, 90",C,12,NA,NA,"1st-external, multiple genes"
ECK0695,b0706,JW0696,ybfD,"79, 80",A,7,verified,verified,
ECK0696,b0707,JW0697,ybgA,"27, 28",F,7,verified,verified,
ECK0697,b0708,JW0698,phr,"39, 40",A,7,verified,verified,
ECK0698,b0709,JW0699,ybgH,"19, 20",B,3,verified,verified,
ECK0699,b0710,JW0700,ybgI,"81, 82",D,7,verified,verified,
ECK0700,b0711,JW0701,ybgJ,"25, 26",H,8,verified,verified,
ECK0701,b0712,JW0702,ybgK,"25, 26",A,9,verified,verified,
ECK0702,b0713,JW0703,ybgL,"17, 18",A,12,verified,use other isolate ,
ECK0703,b0714,JW0704,nei,"49, 50",H,6,verified,verified,
ECK0704,b0715,JW5097,abrB,"89, 90",C,4,verified,verified,
ECK0705,b0716,JW5098,ybgO,"75, 76",A,4,verified,verified,
ECK0706,b0717,JW0707,ybgP,"43, 44",G,10,verified,verified,
ECK0707,b0718,JW5099,ybgQ,"75, 76",B,4,verified,verified,
ECK0708,b0719,JW0709,ybgD,"43, 44",H,10,verified,verified,
ECK0709,b0720,JW0710,gltA,"5, 6",F,5,verified,verified,
ECK0710,b0721,JW0711,sdhC,"1, 2",A,12,verified,verified,
ECK0711,b0722,JW0712,sdhD,"1, 2",B,12,verified,verified,
ECK0712,b0723,JW0713,sdhA,"1, 2",C,12,verified,mixture,single colony isolates from even plate were tested by external PCR
ECK0713,b0724,JW0714,sdhB,"1, 2",D,12,verified,verified,
ECK0714,b0726,JW0715,sucA,"1, 2",E,12,mixture,verified,single colony isolates from odd plate were tested by external PCR
ECK0715,b0727,JW0716,sucB,"1, 2",F,12,verified,mixture,single colony isolates from even plate were tested by external PCR
ECK0716,b0728,JW0717,sucC,"1, 2",G,12,verified,verified,
ECK0717,b0729,JW0718,sucD,"83, 84",D,2,verified,verified,
ECK0718,b0730,JW0719,mngR,"83, 84",D,3,verified,verified,
ECK0719,b0731,JW0720,mngA,"61, 62",H,11,verified,verified,
ECK0720,b0732,JW0721,mngB,"21, 22",B,6,verified,verified,
ECK0722,b0734,JW0723,cydB,"5, 6",G,5,verified,verified,
ECK0723,b4515,JW0724,ybgT,"31, 32",C,7,verified,verified,1st-external
ECK0724,b0735,JW0725,ybgE,"15, 16",E,9,verified,verified,
ECK0725,b0736,JW0726,ybgC,"21, 22",D,3,verified,verified,
ECK0726,b0737,JW0727,tolQ,"61, 62",A,12,verified,verified,
ECK0727,b0738,JW0728,tolR,"61, 62",B,12,verified,verified,
ECK0728,b0739,JW0729,tolA,"61, 62",C,12,use other isolate ,verified,
ECK0729,b0740,JW5100,tolB,"67, 68",C,7,verified,verified,
ECK0730,b0741,JW0731,pal,"7, 8",F,2,verified,verified,
ECK0731,b0742,JW0732,ybgF,"19, 20",F,6,verified,verified,
ECK0739,b0750,JW0733,nadA,"43, 44",G,2,verified,verified,
ECK0740,b0751,JW0734,pnuC,"53, 54",H,12,verified,verified,
ECK0741,b0752,JW0735,zitB,"29, 30",E,1,verified,verified,
ECK0742,b0753,JW0736,ybgS,"15, 16",F,9,verified,verified,
ECK0743,b0754,JW0737,aroG,"65, 66",F,2,verified,verified,
ECK0744,b0755,JW0738,gpmA,"91, 92",F,2,verified,verified,
ECK0745,b0756,JW0739,galM,"1, 2",H,12,verified,verified,
ECK0746,b0757,JW0740,galK,"49, 50",D,10,verified,verified,
ECK0747,b0758,JW0741,galT,"49, 50",E,10,verified,verified,
ECK0748,b0759,JW0742,galE,"49, 50",F,10,verified,verified,
ECK0749,b0760,JW0743,modF,"59, 60",F,7,verified,verified,
ECK0750,b0761,JW0744,modE,"55, 56",A,1,verified,verified,
ECK0751,b0762,JW5102,ybhT,"75, 76",C,4,verified,verified,
ECK0752,b0763,JW0746,modA,"79, 80",C,9,verified,verified,
ECK0753,b0764,JW0747,modB,"55, 56",B,1,verified,verified,
ECK0754,b0765,JW0748,modC,"55, 56",C,1,verified,verified,
ECK0755,b0766,JW0749,ybhA,"25, 26",B,9,verified,verified,
ECK0756,b0767,JW0750,ybhE,"19, 20",G,6,verified,verified,
ECK0757,b0768,JW5896,ybhD,"7, 8",A,8,verified,verified,
ECK0758,b0769,JW0752,ybhH,"19, 20",H,6,verified,verified,
ECK0759,b0770,JW0753,ybhI,"25, 26",C,9,verified,verified,
ECK0760,b0771,JW5103,ybhJ,"75, 76",D,4,verified,verified,
ECK0761,b0772,JW0755,ybhC,"7, 8",A,3,verified,verified,
ECK0762,b0773,JW0756,ybhB,"19, 20",G,11,verified,verified,
ECK0763,b0774,JW0757,bioA,"43, 44",H,2,verified,verified,
ECK0764,b0775,JW0758,bioB,"43, 44",A,3,verified,verified,
ECK0765,b0776,JW0759,bioF,"43, 44",B,3,verified,verified,
ECK0766,b0777,JW0760,bioC,"43, 44",C,3,verified,verified,
ECK0767,b0778,JW0761,bioD,"43, 44",D,3,verified,verified,
ECK0768,b0779,JW0762,uvrB,"49, 50",A,7,verified,verified,
ECK0769,b0780,JW0763,ybhK,"19, 20",E,12,verified,verified,
ECK0770,b0781,JW0764,moaA,"5, 6",F,8,verified,verified,
ECK0771,b0782,JW0765,moaB,"43, 44",E,3,verified,verified,
ECK0772,b0783,JW0766,moaC,"43, 44",F,3,verified,verified,
ECK0773,b0784,JW0767,moaD,"43, 44",G,3,verified,verified,
ECK0774,b0785,JW0768,moaE,"43, 44",H,3,verified,verified,
ECK0775,b0786,JW0769,ybhL,"55, 56",D,1,verified,verified,
ECK0776,b0787,JW0770,ybhM,"21, 22",E,1,verified,verified,
ECK0777,b0788,JW0771,ybhN,"25, 26",D,9,verified,verified,
ECK0778,b0789,JW0772,ybhO,"25, 26",E,9,verified,verified,
ECK0779,b0790,JW0773,ybhP,"15, 16",H,9,verified,verified,
ECK0780,b0791,JW0774,ybhQ,"81, 82",C,10,verified,verified,
ECK0781,b0792,JW5803,ybhR,"79, 80",E,5,verified,verified,
ECK0782,b0793,JW0777,ybhS,"25, 26",H,9,verified,verified,
ECK0783,b0794,JW5104,ybhF,"67, 68",D,7,verified,verified,
ECK0784,b0795,JW0779,ybhG,"25, 26",A,10,verified,verified,
ECK0785,b0796,JW0780,ybiH,"59, 60",G,7,verified,verified,
ECK0786,b0797,JW0781,rhlE,"61, 62",B,8,verified,verified,
ECK0787,b0798,JW0783,ybiA,"15, 16",A,10,verified,verified,
ECK0788,b0799,JW0784,dinG,"83, 84",H,3,verified,verified,
ECK0789,b0800,JW0785,ybiB,"25, 26",B,10,verified,verified,
ECK0790,b0801,JW0786,ybiC,"29, 30",F,12,verified,verified,
ECK0791,b0802,JW0787,ybiJ,"15, 16",B,10,verified,verified,
ECK0792,b0803,JW0788,ybiI,"15, 16",C,10,verified,verified,
ECK0793,b0804,JW5105,ybiX,"75, 76",E,4,verified,verified,
ECK0794,b0805,JW0790,fiu,"7, 8",B,5,verified,verified,
ECK0795,b0806,JW5106,ybiM,"89, 90",G,6,verified,verified,
ECK0796,b0807,JW5107,ybiN,"75, 76",F,4,verified,verified,
ECK0797,b0808,JW5108,ybiO,"75, 76",G,4,verified,verified,
ECK0798,b0809,JW0794,glnQ,"55, 56",E,1,verified,verified,
ECK0799,b0810,JW0795,glnP,"55, 56",F,1,verified,verified,
ECK0800,b0811,JW0796,glnH,"55, 56",G,1,verified,verified,
ECK0801,b0812,JW0797,dps,"3, 4",F,9,verified,verified,
ECK0802,b0813,JW0798,rhtA,"23, 24",F,4,verified,verified,
ECK0803,b0814,JW0799,ompX,"83, 84",F,2,verified,verified,
ECK0804,b0815,JW0800,ybiP,"29, 30",H,8,verified,verified,
ECK0807,b0817,JW0801,mntR,"25, 26",C,10,verified,verified,
ECK0808,b0818,JW0802,ybiR,"81, 82",E,5,verified,verified,
ECK0809,b0819,JW0803,ybiS,"25, 26",D,10,verified,verified,
ECK0810,b0820,JW0804,ybiT,"55, 56",H,1,verified,verified,
ECK0811,b0821,JW0805,ybiU,"15, 16",E,10,verified,verified,
ECK0812,b0822,JW0806,ybiV,"25, 26",E,10,verified,use other isolate ,
ECK0813,b0823,JW0807,ybiW,"3, 4",A,1,use other isolate ,verified,
ECK0814,b0824,JW0808,ybiY,"47, 48",G,3,verified,verified,
ECK0815,b0825,JW5109,fsaA,"75, 76",H,4,verified,verified,
ECK0816,b0826,JW0810,moeB,"43, 44",A,4,verified,verified,
ECK0817,b0827,JW0811,moeA,"43, 44",B,4,verified,verified,
ECK0818,b0828,JW0812,iaaA,"83, 84",B,8,verified,verified,
ECK0819,b0829,JW5897,yliA,"75, 76",A,5,mixture,mixture,
ECK0820,b0830,JW5111,yliB,"89, 90",F,6,verified,verified,
ECK0821,b0831,JW0815,yliC,"55, 56",A,2,verified,verified,
ECK0822,b0832,JW0816,yliD,"85, 86",C,6,verified,verified,
ECK0823,b0833,JW0817,yliE,"25, 26",F,10,verified,verified,
ECK0824,b0834,JW0818,yliF,"25, 26",G,10,verified,verified,
ECK0825,b0835,JW0819,yliG,"25, 26",H,10,verified,verified,
ECK0826,b0836,JW0820,yliH,"79, 80",G,8,verified,verified,
ECK0827,b0837,JW0821,yliI,"19, 20",A,7,verified,verified,
ECK0828,b0838,JW0822,yliJ,"25, 26",A,11,verified,verified,
ECK0829,b0839,JW0823,dacC,"7, 8",D,11,use other isolate ,verified,
ECK0830,b0840,JW0824,deoR,"1, 2",B,3,verified,verified,
ECK0831,b0841,JW5112,ybjG,"89, 90",D,4,verified,verified,
ECK0832,b0842,JW0826,cmr,"55, 56",B,2,verified,verified,
ECK0833,b0843,JW0827,ybjH,"15, 16",F,10,verified,verified,
ECK0834,b0844,JW5113,ybjI,"75, 76",B,5,verified,verified,
ECK0835,b0845,JW0829,ybjJ,"25, 26",C,11,verified,verified,
ECK0836,b0846,JW5114,ybjK,"75, 76",C,5,verified,verified,
ECK0838,b0847,JW0831,ybjL,"19, 20",B,7,verified,verified,
ECK0839,b0848,JW0832,ybjM,"31, 32",G,7,verified,verified,
ECK0840,b0849,JW0833,grxA,"43, 44",C,4,verified,verified,
ECK0841,b0850,JW0834,ybjC,"15, 16",G,10,verified,verified,
ECK0842,b0851,JW0835,nfsA,"29, 30",F,1,verified,verified,
ECK0843,b0852,JW0836,rimK,"57, 58",E,4,verified,verified,
ECK0844,b0853,JW0837,ybjN,"15, 16",H,10,verified,verified,
ECK0845,b0854,JW0838,potF,"55, 56",C,2,verified,verified,
ECK0846,b0855,JW5818,potG,"87, 88",C,8,verified,verified,
ECK0847,b0856,JW0840,potH,"7, 8",E,11,verified,verified,
ECK0848,b0857,JW0841,potI,"55, 56",D,2,verified,verified,
ECK0849,b0858,JW0842,ybjO,"15, 16",A,11,verified,verified,
ECK0850,b0859,JW0843,rumB,"57, 58",F,4,verified,verified,
ECK0851,b0860,JW0844,artJ,"59, 60",H,7,verified,verified,
ECK0852,b0861,JW0845,artM,"55, 56",E,2,verified,verified,
ECK0853,b0862,JW0846,artQ,"55, 56",F,2,verified,verified,
ECK0854,b0863,JW0847,artI,"55, 56",G,2,verified,verified,
ECK0855,b0864,JW0848,artP,"55, 56",H,2,verified,verified,
ECK0856,b0865,JW0849,ybjP,"29, 30",A,9,verified,verified,
ECK0857,b0866,JW0850,ybjQ,"21, 22",B,4,verified,verified,
ECK0858,b0867,JW0851,ybjR,"19, 20",C,7,verified,verified,
ECK0859,b0868,JW5819,ybjS,"87, 88",D,8,verified,verified,
ECK0860,b0869,JW5116,ybjT,"75, 76",D,5,verified,verified,
ECK0861,b0870,JW0854,ltaE,"41, 42",B,4,verified,verified,
ECK0862,b0871,JW0855,poxB,"5, 6",A,5,verified,verified,
ECK0863,b0872,JW5117,hcr,"67, 68",E,7,verified,verified,
ECK0864,b0873,JW0857,hcp,"65, 66",G,4,verified,verified,
ECK0865,b0874,JW0858,ybjE,"19, 20",C,3,verified,verified,
ECK0866,b0875,JW0859,aqpZ,"83, 84",A,4,verified,verified,
ECK0867,b0876,JW0860,ybjD,"15, 16",B,11,verified,verified,
ECK0868,b0877,JW0861,ybjX,"19, 20",D,7,verified,verified,
ECK0869,b0878,JW0862,macA,"29, 30",G,1,verified,verified,
ECK0870,b0879,JW0863,macB,"29, 30",H,1,verified,verified,
ECK0871,b0880,JW0864,cspD,"61, 62",D,12,verified,verified,
